CardNum,CardName,チェック済み
WX16-Re08,ＳＰＡＤＥ　ＷＯＲＫ,
WX16-Re09,保湿成分,
WX16-Re10,キャッチ・リリース,
WX16-Re11,ロマネ・ディフェンス,
WX16-Re16,コードアート　Ｉ・Ｚ・Ｒ・Ｈ,
WX16-Re17,狂乱する博奕,
WX16-Re18,レゾナンス・マーチ,
WX16-Re19,白羅星　ネプチューン,
WX16-Re20,グレイブ・ラッシュ,
WX17-001,カーニバル　―Ｑ―,
WX17-002,アロス・ピルルク　Ｎ,
WX17-003,ネームレス・フィア―,
WX17-004,落華流粋,
WX17-005,鎧終一触,
WX17-006,避難勧告,
WX17-007,ドーナ　THIRD+,
WX17-008,ドーナ　SECOND+,
WX17-009,ドーナ　FIRST+,
WX17-010,ゼノエクスプレス,
WX17-011,カーニバル　―Ｔ―,
WX17-012,カーニバル　―Ｓ―,
WX17-013,カーニバル　―Ｐ―,
WX17-014,天馬轟空,
WX17-015,生炎与奪,
WX17-016,アロス・ピルルク　Ｇ,
WX17-017,アロス・ピルルク　Ｍ,
WX17-018,アロス・ピルルク　Ｋ,
WX17-019,リフューズ・スペル,
WX17-020,エニー・チョイス,
WX17-021,大盤振舞,
WX17-022,整理整頓,
WX17-023,ブラッディ・アウト,
WX17-024,バッド・ナンバー,
WX17-025,幻怪姫　オワレ,
WX17-026,武装の全知　ギルガメジ,
WX17-027,羅星姫　≡インパクト≡,
WX17-028,羅星姫　≡ソラフレア≡,
WX17-029,小罠　トレインボム,
WX17-030,大幻蟲　§スノセク§,
WX17-031,大幻蟲　§ヤシガニラ§,
WX17-032,定英の平方　＃ピタゴラージ＃,
WX17-033,コードイート　キャビアラ,
WX17-034,羅菌姫　ボツリネス,
WX17-035,幻怪　ピグシイ,
WX17-036,幻怪　ブラウニー,
WX17-037,野生の土躰　エンキド,
WX17-038,羅星　≡タイトツ≡,
WX17-039,羅星　≡コズトリン≡,
WX17-040,連滅の凱歌,
WX17-041,超罠　タイマーボム,
WX17-042,幻蟲　§サクラエ§,
WX17-043,幻蟲　§シラエ§,
WX17-044,ＡＲＲＯＷ　ＲＡＩＮ,
WX17-045,ＦＬＡＳＨ,
WX17-046,割英の半斬　＃ニトウブン＃,
WX17-047,等英の双子　＃ゴウドウ＃,
WX17-048,コードイート　バゲット,
WX17-049,羅菌　スポアー,
WX17-050,幻怪　コボルト,
WX17-051,幻怪　ドワフ,
WX17-052,幻怪　トロル,
WX17-053,復讐の牛飼　イシュタロ,
WX17-054,炎纏の天牛　グガランネ,
WX17-055,混成の怪物　フンババ,
WX17-056,羅星　≡ダイセハ≡,
WX17-057,羅星　≡アルベド≡,
WX17-058,羅星　≡コズダス≡,
WX17-059,羅星　≡コウドウ≡,
WX17-060,羅星　≡ロゼネビ≡,
WX17-061,羅星　≡ブンテン≡,
WX17-062,中罠　クレイモア,
WX17-063,中罠　プラスボム,
WX17-064,小罠　マイン,
WX17-065,幻蟲　§タカアシ§,
WX17-066,幻蟲　§ヤコウチ§,
WX17-067,幻蟲　§ユノハナ§,
WX17-068,幻蟲　§ウミホタ§,
WX17-069,幻蟲　§シオマネキ§,
WX17-070,幻蟲　§ヤゴ§,
WX17-071,ＦＡＫＥ　ＤＯＬＬ,
WX17-072,丸英の集合　＃ベンズ＃,
WX17-073,端英の処理　＃シシゴニ＃,
WX17-074,折英の線形　＃オレセン＃,
WX17-075,コードイート　タルタル,
WX17-076,コードイート　ツナマヨ,
WX17-077,コードイート　サルサス,
WX17-078,羅菌　ピロリ,
WX17-079,羅菌　サルモネラ,
WX17-080,羅菌　ビブリオ,
WX17-Re01,シャボン・サクシード,
WX17-Re02,幻竜　アパト,
WX17-Re03,コードアート　Ｂ・Ｂ・Ｑ,
WX17-Re04,快演,
WX17-Re05,チャーム・タクティクス,
WX17-Re14,コードアート　†Ａ・Ｌ・Ｃ・Ａ†,
WX18-001,散華の閻魔　ウリス,
WX18-002,哀罪の駄姫　グズ子,
WX18-003,ゴールド・ディフェンス,
WX18-004,ドント・アクト,
WX18-005,金剛不壊,
WX18-006,赤羅星　≡ゴールデンサン≡,
WX18-007,雷鳴の巫女　タマヨリヒメ,
WX18-008,金愛の使者　サシェ・モティエ,
WX18-009,ポジティブ・ディフェンス,
WX18-010,リバース・バウンダリー,
WX18-011,凰雅炎　花代・参,
WX18-012,燐気応変,
WX18-013,百錬成轟,
WX18-014,コード・ピルルク　Ⅹ,
WX18-015,ハート・アクセス,
WX18-016,アナザー・ドロー,
WX18-017,三型金娘　緑姫,
WX18-018,凶終隙末,
WX18-019,奮闘努力,
WX18-020,ミュウ＝フリー,
WX18-021,誘蘭の鍵主　ウムル＝トレ,
WX18-022,ミュウ＝シェド,
WX18-023,来夢の駄姫　グズ子,
WX18-024,残悔の駄姫　グズ子,
WX18-025,一途の駄姫　グズ子,
WX18-026,バッド・チョイス,
WX18-027,リピート・エンド,
WX18-028,ディプレス・スケール,
WX18-029,幻怪姫　サトリーナ,
WX18-030,風魔の頭領　フマコタ,
WX18-031,羅輝石　キンシャチ,
WX18-032,羅星姫　≡コスモウス≡,
WX18-033,超罠　ギジドウ,
WX18-034,コードオーダー　モツナ,
WX18-035,幻獣神　コウノト,
WX18-036,夢国の招待　ドリーミー,
WX18-037,死之遊姫　†クイドール†,
WX18-038,特大幻蟲　ヨロズハタヒメ,
WX18-039,極剣　イツクトモ,
WX18-040,大剣　イナリカギ,
WX18-041,コードメイズ　サイスパ,
WX18-042,コードメイズ　クロックタワー,
WX18-043,幻怪　サンエン,
WX18-044,備中の桃将　キビツヒコ,
WX18-045,羅石　ラブスト,
WX18-046,羅石　フジヨガ,
WX18-047,羅星　≡ツクスペ≡,
WX18-048,小罠　ダンジョン,
WX18-049,幻蟲　§ビワコム§,
WX18-050,学英の神髄　＃スガミチ＃,
WX18-051,コードイート　アカシヤキ,
WX18-052,幻獣　モズ,
WX18-053,幻獣　トキ,
WX18-054,驚嘆の白煙　ナナン,
WX18-055,伝承の鬼舞　キラゴウ,
WX18-056,惨之遊　†シガラヤキ†,
WX18-057,異血之遊　†ミヤコケシ†,
WX18-058,羅菌　クスリセラー,
WX18-059,幻怪　イポダラ,
WX18-060,幻怪　イシナゲンジョ,
WX18-061,今世の張良　クロカン,
WX18-062,肥後の虎将　カトキヨ,
WX18-063,羅石　ニシキ,
WX18-064,羅石　トサンゴ,
WX18-065,羅星　≡ボリビアン≡,
WX18-066,羅星　≡ノベアン≡,
WX18-067,羅星　≡コニプラ≡,
WX18-068,羅星　≡イケサン≡,
WX18-069,羅星　≡タネガスペ≡,
WX18-070,羅星　≡スペースパ≡,
WX18-071,幻蟲　§イバラカン§,
WX18-072,幻蟲　§カメアリ§,
WX18-073,楽英の混在　＃アキハバ＃,
WX18-074,育英の改進　＃オオクマ＃,
WX18-075,コードイート　サヌウド,
WX18-076,コードイート　ミカジャ,
WX18-077,幻獣　シロチ,
WX18-078,幻獣　イヌワシ,
WX18-079,男鹿の伝承　ナマハゲ,
WX18-080,下町の酔魔　センベロ,
WX18-081,惨之遊　†ジョモカル†,
WX18-082,惨之遊　†キリジシ†,
WX18-083,惨之遊　†ウズラグ†,
WX18-084,惨之遊　†オオウチ†,
WX18-085,似之遊　†ウルシルマ†,
WX18-086,似之遊　†マヨケメン†,
WX18-087,似之遊　†ヤマハリ†,
WX18-088,異血之遊　†アカベコ†,
WX18-089,異血之遊　†オニガワラ†,
WX18-090,異血之遊　†アワオドール†,
WX19-001,炎・タマヨリヒメ・伍改,
WX19-002,カーニバル　―ＭＡＩＳ―,
WX19-003,エルドラ×マークⅤ　ＭＡＳＴＥＲ,
WX19-004,アヴァロン・スロー,
WX19-005,謳金時代,
WX19-006,ダウト・クリューソス,
WX19-007,黄金の巫女　タマヨリヒメ,
WX19-008,金紅の巫女　タマヨリヒメ,
WX19-009,白金の巫女　ユキ,
WX19-010,星占の巫女　リメンバ・ダスク,
WX19-011,輝かしき者　タウィル＝トレ,
WX19-012,金輝の巫女　タマヨリヒメ,
WX19-013,小金の巫女　タマヨリヒメ,
WX19-014,ゲット・アップ,
WX19-015,黄金火　遊月・参,
WX19-016,ミルルン・デシ,
WX19-017,エクスクラメーション,
WX19-018,桜花の謳歌　アン＝サード,
WX19-019,アイヤイ★コイン,
WX19-020,金械の冥者　ハナレ,
WX19-021,極盾　アイアース,
WX19-022,コードラビリンス　ノイヴァン,
WX19-023,弩砲　チタイクウ,
WX19-024,羅星宙姫　≡ラアー≡,
WX19-025,大罠　ドッキリ,
WX19-026,幻水姫　カラードカープ,
WX19-027,癒英の治療　＃ナイチール＃,
WX19-028,幻獣神　クジャク,
WX19-029,死之遊姫　†超体感†,
WX19-030,羅菌　ノロウス,
WX19-031,大盾　アキレウス,
WX19-032,小盾　オハン,
WX19-033,コードメイズ　ホエシュ,
WX19-034,轟砲　ガトリング,
WX19-035,小砲　キライザ,
WX19-036,羅星　≡ホルス≡,
WX19-037,中罠　トラバサ,
WX19-038,幻水　ピラニア,
WX19-039,ＷＩＬＹ,
WX19-040,ＣＡＰＴＵＲＥ,
WX19-041,時英の距離　＃デアイ＃,
WX19-042,幻獣　マガモ,
WX19-043,似之遊　†チンチロ†,
WX19-044,異血之遊　†ダイショウ†,
WX19-045,羅菌　ポレン,
WX19-046,極盾　デュエリ,
WX19-047,大盾　ランタン,
WX19-048,中盾　ティンベー,
WX19-049,小盾　ハヤト,
WX19-050,コードメイズ　ベルク,
WX19-051,コードメイズ　ファルケン,
WX19-052,コードメイズ　ヘレンキー,
WX19-053,コードメイズ　リンダー,
WX19-054,弩砲　テイザー,
WX19-055,轟砲　Ｍ６０,
WX19-056,爆砲　十四年式,
WX19-057,小砲　スパス,
WX19-058,超罠　ピットフォール,
WX19-059,大罠　ブーブー,
WX19-060,幻水　ドジョウ,
WX19-061,幻水　スズキ,
WX19-062,幻水　キンギョ,
WX19-063,幻水　メダカ,
WX19-064,ＰＵＬＬＩＮＧ,
WX19-065,時英の経過　＃ネンレイ＃,
WX19-066,答英の採点　＃アカペン＃,
WX19-067,森英の配分　＃カブソク＃,
WX19-068,溶英の食塩　＃ノウド＃,
WX19-069,幻獣　コマドリ,
WX19-070,幻獣　アルバト,
WX19-071,幻獣　カッコウ,
WX19-072,幻獣　ハト,
WX19-073,死之遊　†ファンタン†,
WX19-074,惨之遊　†テホンビキ†,
WX19-075,似之遊　†パイガオ†,
WX19-076,異血之遊　†キノ†,
WX19-077,羅菌　ＰＭ,
WX19-078,羅菌　ムンプス,
WX19-079,羅菌　ヘルペス,
WX19-080,羅菌　ハクセン,
WX19-Re04,コードメイズ　金字塔,
WX19-Re05,コードメイズ　凱旋,
WX19-Re10,幻水　リュウグウ,
WX19-Re17,ミュウ=イマゴ,
WX19-Re18,マカロン・バグズ,
WX19-Re19,幻蟲　キアハ,
WX20-001,未来の記憶　リル,
WX20-002,メル＝スピリタス,
WX20-003,クラス・クライシス,
WX20-004,一心轟体,
WX20-005,レース・トルネード,
WX20-006,共存共栄,
WX20-007,ダーク・コグネイト,
WX20-008,ドーナ　THIRD++,
WX20-009,紅蘭の使者　サシェ・カルティエ,
WX20-010,因果の記憶　リル,
WX20-011,カーニバル　―ＴＮ―,
WX20-012,いつでもあーや！Ⅲ,
WX20-013,メル＝ギムレット,
WX20-014,ママ♥３　MODE３,
WX20-015,アイヤイ★フォール,
WX20-016,コロナ/メイデン　イオナ,
WX20-017,ナナシ　其ノ参ノ別,
WX20-018,復活の駄姫　グズ子,
WX20-019,ミュウ＝エクサレート,
WX20-020,サティスファクション,
WX20-021,バイ・ザ・ウェイ,
WX20-022,極盾　アークイギス,
WX20-023,幻怪　フゥライ,
WX20-024,覚悟の飛将　リョフホウ,
WX20-025,羅星　≡エラキス≡,
WX20-026,大幻蟲　§アノマリス§,
WX20-027,羅植　アダンソニア,
WX20-028,コードデリシャス　ビューフェ,
WX20-029,狩魔の行進　バルバァト,
WX20-030,羅菌　マイプラ,
WX20-031,胎動する誓約,
WX20-032,聖笏の威光　ハシュマル,
WX20-033,双演の趣向　*サブカルズ*,
WX20-034-CB,偉智の遊　*ハッカドール１号*,
WX20-035,幻怪　ユキンコ,
WX20-036-CB,温泉の盛宴　草津結衣奈,
WX20-037,暴食の暴君　トウタク,
WX20-038,撃弩砲　グスクル,
WX20-039-CB,丹乃遊　≡ハッカドール２号≡,
WX20-040,中罠　グルグル,
WX20-041-CB,３－遊　§ハッカドール３号§,
WX20-042-CB,羅原　アルミ,
WX20-043,幻水　ヒナニギス,
WX20-044-CB,変英の額面　＃ウェブマネー＃,
WX20-045,コードイート　マロンクリーム,
WX20-046,幻獣　ゾウガメ,
WX20-047-CB,八百万の源泉　スクナヒコ,
WX20-048,ドライ＝アリサエマ,
WX20-049,似之遊　†オキクドール†,
WX20-050,大拳　ニャックル,
WX20-051,中盾　スクトゥム,
WX20-052,羅星　ミラ,
WX20-053,コードメイズ　リバティ,
WX20-054,コードメイズ　コンメロ,
WX20-055,不屈の僭帝　エンジュ,
WX20-056,戦乱の一輪　オイチ,
WX20-057,爆砲　バレルボム,
WX20-058,羅石　イモイシ,
WX20-059,羅石　ニジメノウ,
WX20-060,幻竜　シルシュ,
WX20-061,幻竜　ツチノコ,
WX20-062,中罠　ハニーガール,
WX20-063,羅原　Ｘｅ,
WX20-064-CB,コードアート　Ｎ・Ａ・Ｉ・Ｓ・Ｅ・Ｎ,
WX20-065,コードアート　Ｄ・Ｃ,
WX20-066,幻水　ギンクチ,
WX20-067,文脈の攻防　モダーン,
WX20-068,未英の観測　＃ウィグナー＃,
WX20-069,参ノ遊　タマイレ,
WX20-070,羅植　ススキ,
WX20-071,コードイート　ツキミダンゴ,
WX20-072,コードイート　チョコプレート,
WX20-073,幻獣　シャンタク,
WX20-074,堕落の才娘　ルチーフェロ,
WX20-075,不定の紫姿　グシオン,
WX20-076,情愛の反旗　†アークフラウド†,
WX20-077,ドライ＝アコニチン,
WX20-078,羅菌　エンザ,
WX20-079,コードアンチ　ソトホート,
WX20-080,コードアンチ　ダゴン,
WX20-081,幻蟲　タランチュラ,
WX20-082,幻蟲　カレハチョウ,
WX20-Re01,羅石　セキエイ,
WX20-Re02,幻竜　#ヤモリ#,
WX20-Re03,ドライ＝ラッカー,
WX20-Re04,悠久の使者　サシェ・プレンヌ,
WX20-Re05,羅星　デネブ,
WX20-Re06,羅星　ポラリス,
WX20-Re07,フル/メイデン　イオナ,
WX20-Re08,ペイル/メイデン　イオナ,
WX20-Re09,ハーフ/メイデン　イオナ,
WX20-Re14,コードアンチ　アシレン,
WX20-Re18,幻獣　アカズキン,
WX20-Re19,ビクトリアン・バウンダリー,
WX20-Re20,バニラ・スクランブル,
WX21-001,ドーナ　ＦＩＦＴＨ,
WX21-002,雪月華　遊月・参,
WX21-003,とどめはあーや！Ⅴ,
WX21-004,ママ♥５,
WX21-005,ナナシ　其ノ後,
WX21-006,遠かりし使　リワト＝フィーラ,
WX21-007,アンチ・ディフェンス,
WX21-008,天空の記憶　リル,
WX21-009,カーニバル　ＱＦ,
WX21-010,黒白混轟,
WX21-011,ドント・ファイト,
WX21-012,青幻水　ケートス,
WX21-013,メル＝ミモザ,
WX21-014,千差万別,
WX21-015,緑幻獣　トナカイ,
WX21-016,バッド・カラー,
WX21-017,導かれし使　リワト＝トレ,
WX21-018,満たされし使　リワト＝トヴォ,
WX21-019,果たされし使　リワト＝エット,
WX21-020,プライマル・サーガ,
WX21-021,羅星姫　リゲルル,
WX21-022,幻怪妖姫　タマモゼン,
WX21-023,幻竜　ゲツァル,
WX21-024,荒ぶる海洋　§ポセイドナ§,
WX21-025,神罠　フーディナ,
WX21-026,羅原姫　Ｚｒ,
WX21-027,禁断の知恵　ビネンバウム,
WX21-028,美しき豊穣　#フレイン#,
WX21-029,閃英の発明　＃エディソン＃,
WX21-030,羅菌染姫　ペズト,
WX21-031-CB,究極　ニパ子,
WX21-032,禁忌の焔　≡プロメウス≡,
WX21-033-CB,朝戸　未世,
WX21-034,幻竜　タルボ,
WX21-035,縛恋の煉獄,
WX21-036,中罠　ハトハット,
WX21-037,コードアート　Ｅ・Ｂ・Ｌ,
WX21-038,ＮＯＩＳＹ,
WX21-039,俊足の刃　#グリンブル#,
WX21-040,測英の懐古　#ヒャクヨウ#,
WX21-041,コードイート　オロラソ,
WX21-042,幻竜　＃アマルガ＃,
WX21-043,ドライ＝ヘレボリン,
WX21-044,惨之遊　†シャテキ†,
WX21-045,羅菌　ＲＳ,
WX21-046,コードアート　†Ｈ・Ｐ・Ｌ†,
WX21-047,羅星　アルネブ,
WX21-048,羅星　カストル,
WX21-049,幻怪　ヒトダマ,
WX21-050,幻怪　ワニュウドウ,
WX21-051,神技の鞭刑　≡アナフィエル≡,
WX21-052,嫉妬の炎刃　≡ヘラ≡,
WX21-053,幻竜　ノトト,
WX21-054,幻竜　ディノス,
WX21-055,破壊の音色　§ミネルバ§,
WX21-056,漁港の聖銛　§ニョルズ§,
WX21-057,小罠　ツララ,
WX21-058,幻水　オヒョウ,
WX21-059,ＬＯＵＰＥ,
WX21-060,不眠の尾根　#アルゴス#,
WX21-061,豊穣の守護　#ヴァナディス#,
WX21-062,コードイート　ジンジャー,
WX21-063,幻獣　エゾシカ,
WX21-064,幻竜　#トロス#,
WX21-065,幻竜　＃プロケラ#,
WX21-066,ドライ＝イヌスギナ,
WX21-067,アイン＝テトロド,
WX21-068,羅菌　ロタ,
WX21-069,羅菌　ヨウレン,
WX21-070,コードアート　†Ｃ・Ｆ・Ｍ†,
WX21-071,ワイズ・スパーク,
WX21-Re01,ゲット・ノスタルジア,
WX21-Re02,幻水　スズメダ,
WX21-Re03,羅植　ワサビ,
WX21-Re04,リヴァイバル・エクシード,
WX21-Re05,無二の征服　アレクサンド,
WX21-Re06,コードアンチ　カイヅカ,
WX21-Re07,シャボン・ウェーブ,
WX21-Re08,真夏の陽杖　トビエル,
WX21-Re09,忘得ぬ幻葬　†ヴァルキリー†,
WX21-Re14,背徳の強奪,
WX21-Re18,無垢なる宝剣,
WX21-Re19,羅星　アルデバラン,
WX21-Re20,ＤＹＮＡＭＩＴＥ,
WD06-001,エルドラ＝マークⅣ´,
WD06-002,エルドラ＝マークⅢ´,
WD06-003,エルドラ＝マークⅡ´,
WD06-004,エルドラ＝マークⅠ´,
WD06-005,エルドラ＝マーク０,
WD06-006,クロス・クラッシュ・フラッシュ,
WD06-007,サプライズ・ウィズ・ミー,
WD06-008,バツ・エニー・アザー,
WD06-009,幻水　シィラ,
WD06-013,幻水　チョウアン,
WD06-015,幻水　ウナ,
WD06-018,ＰＬＵＳ　ＲＵＳＨ,
WX22-001,悲願の駄姫　グズ子,
WX22-002,永らえし使　リワト＝エナ,
WX22-003,クトゥル・アビス,
WX22-004,全戦全焼,
WX22-005,グラン・クロス,
WX22-006,差し伸べし者　タウィル,
WX22-007,ドーナ　ＦＯＵＲＴＨ＋,
WX22-008,ミルルン・モル,
WX22-009,らぶりーあーや！Ⅳ,
WX22-010,アイヤイ★ロイヤルフラッシュ,
WX22-011,一層の一掃　アン＝フォース,
WX22-012,ママ♥４　MODE３,
WX22-013,真幸の冥者　ハナレ,
WX22-014,共闘の鍵主　ウムル＝フィーラ,
WX22-015,ナナシ　其ノ四ノ改,
WX22-016,グレイブ・ディガー,
WX22-017,パープル・スプラッシュ,
WX22-018,幻怪姫　ネコマター,
WX22-019,遠矢の名手　≡アポロシン≡,
WX22-020,コードアクセル　ファイトラ,
WX22-021,幻水姫　ウラタロ,
WX22-022,伍ノ遊姫王　ノポポン,
WX22-023,フンフ＝ヨルムガン,
WX22-024,期之遊姫王　†ブラジャック†,
WX22-025,天空の主神　ゼウシアス,
WX22-026,図画の工作　*カミネンド*,
WX22-027,井伊の赤鬼　ナオマサ,
WX22-028,羅原　Ｏｇ,
WX22-029,参ノ遊　ハンスピ,
WX22-030,コードイート　ヒシモチ,
WX22-031,彷徨変異の中悪　シユラギ,
WX22-032,ドライ＝ヒュドラ,
WX22-033,コードアンチ　オイニッチ,
WX22-034,月光の狩猟　アルテミス,
WX22-035,鍛冶の名工　≡ヘパイス≡,
WX22-036,幻竜　ピュートン,
WX22-037,伝達の朱鷺　§ヘルメス§,
WX22-038,羅原　Ｍｃ,
WX22-039,羅原　Ｎｈ,
WX22-040,節句の踊火　ボンボリ,
WX22-041,催事の誘導　イベントポップ,
WX22-042,葡萄の松笠　＃デュオニソ＃,
WX22-043,コードイート　クギニ,
WX22-044,幻竜　＃ラドーン＃,
WX22-045,不幸な豆拾い　ハイカブリ,
WX22-046,水仙の柘榴　†ペルセポネ†,
WX22-047,ツヴァイ＝ラボナ,
WX22-048,アイン＝バジリスク,
WX22-049,デス・ブロッサム,
WX22-050,エンジェル・アウェイク,
WX22-Re01,異国の黒船　ペリー,
WX22-Re02,コードイート　ウナドン,
WX22-Re03,ゴースト・パーティー,
WX22-Re04,験英の応援　＃ウカロー＃,
WX22-Re05,羅菌　ニュウサ,
WX22-Re06,アンシエント・ウェーブ,
WX22-Re07,コードアンチ　ニャルクト,
WX22-Re08,コードアンチ　ハスター,
WX22-Re11,アイヤイ★スペード,
WX22-Re12,緑肆ノ遊　カラシャ,
WX22-Re17,コードアンチ　ネッシー,
WX22-Re20,月欠けの戦場,
WXEX1-01,紅翼の巫女　タマヨリヒメ,
WXEX1-02,星占の巫女　リメンバ・ラストナイト,
WXEX1-03,開きし者　タウィル＝フィーラ,
WXEX1-04,快抱の使者　サシェ,
WXEX1-05,ドーナ　ＦＯＵＲＴＨ＋＋,
WXEX1-06,炎・花代・肆,
WXEX1-07,遊月・四篝,
WXEX1-08,真心の記憶　リル,
WXEX1-09,カーニバル　－ＱＮ－,
WXEX1-10,コード・ピルルク　ＥＣ,
WXEX1-11,エルドラ×マークⅣ　ＨＹＰＥＲ,
WXEX1-12,ミルルン・アマラ,
WXEX1-13,うるとらあーや！Ⅳ,
WXEX1-14,四型開　緑姫,
WXEX1-15,再調の彩蝶　アン＝フォース,
WXEX1-16,アイヤイ★フルハウス,
WXEX1-17,メル＝ジントニック,
WXEX1-18,ママ♥４　MODE４,
WXEX1-19,奈落の閻魔　ウリス,
WXEX1-20,エボルブ/メイデン　イオナ,
WXEX1-21,誘蘭の鍵主　ウムル＝フィーラ,
WXEX1-22,ミュウ＝フォーゼ,
WXEX1-23,静観の冥者　ハナレ,
WXEX1-24,ナナシ　其ノ四ノ獄,
WXEX1-25,悲壮の駄姫　グズ子,
WXEX1-26,白羅星　ジ・アース,
WXEX1-27,緑伍ノ遊　フラコスタ,
WXEX1-28,黒幻蟲　アンブリ・パイギ,
WXEX1-29,幻視の大天使　ラミエル,
WXEX1-30,羅星姫　レオニズ,
WXEX1-31,先導の堕天使　シェムハザ,
WXEX1-32,幻怪姫　ヌエ,
WXEX1-33,羅輝石　ロードナイト,
WXEX1-34,幻竜姫　レッドドラゴン,
WXEX1-35,神聖なる美将　ジャンヌ,
WXEX1-36,羅星姫　ヒミコ,
WXEX1-37,コードアクセル　アパッチ,
WXEX1-38,コードハート　Ａ・Ｃ・Ｒ,
WXEX1-39,幻水姫　ハンマーヘッド,
WXEX1-40,羅原姫　Ｙｂ,
WXEX1-41,超罠　ビリリガン,
WXEX1-42,羅植姫　ドラゴンツリー,
WXEX1-43,壁面の芸当　グラフィ,
WXEX1-44,コードオーダー　とんラー,
WXEX1-45,相英の理論　アインシュタイン,
WXEX1-46,深淵との契約　ジルドレイ,
WXEX1-47,コードアンチ　ナイトゴン,
WXEX1-48,コードアンチ　マカナ,
WXEX1-49,魔鳩の飼育　ゴージアウト,
WXEX1-50,ドライ＝チョコキラー,
WXEX1-51,羅菌姫　ハショフ,
WXEX1-52,死之遊姫　アタリナシ,
WXEX1-53,大盾槍　ファランクス,
WXEX1-54,羅星　ジュメニーズ,
WXEX1-55,コードメイズ　ラビュリン,
WXEX1-56,白光と黒影　モノクロ,
WXEX1-57,天界の異端　マスティマ,
WXEX1-58,羅星　ピクター,
WXEX1-59,幻怪　ヤマンバ,
WXEX1-60,轟炎　フレイスロ准尉,
WXEX1-61,勝利の国王　シャルル,
WXEX1-62,羅星　ケプリ,
WXEX1-63,天驚の轟拳,
WXEX1-64,幻蟲　モルフォチョウ,
WXEX1-65,幻水　Ｄｒ．フィッシュ,
WXEX1-66,羅原　B,
WXEX1-67,大罠　ウォークウォーター,
WXEX1-68,幻獣　コザクラ,
WXEX1-69,幻竜　ディプロドクス,
WXEX1-70,コードイート　セアブラ,
WXEX1-71,求英の文章　ワサザン,
WXEX1-72,肆ノ遊　カーケシ,
WXEX1-73,金銭の慈愛　マモン,
WXEX1-74,コードアンチ　レザディ,
WXEX1-75,幻蟲　マダラゾウ,
WXEX1-76,強欲な主　ママハハ,
WXEX1-77,アイン＝シュミット,
WXEX1-78,羅菌　コレラ,
WXEX1-79,異血之遊　シノビセット,
WXEX1-80Re,羅星　リンゼ,
WXEX1-81Re,選択する物語,
WXEX2-01,祝輪の巫女　タマヨリヒメ,
WXEX2-02,星占の巫女　リメンバ・レイトナイト,
WXEX2-03,神性なる極門　ウトゥルス,
WXEX2-04,清心の巫女　ユキ,
WXEX2-05,祈願の使者　サシェ・プレンヌ,
WXEX2-06,ドーナ　ＦＯＵＲＴＨ＋＋＋,
WXEX2-07,輝・花代・伍,
WXEX2-08,不敗・遊月・伍,
WXEX2-09,誓約の記憶　リル,
WXEX2-10,カーニバル　－ＱＢ－,
WXEX2-11,レイラ＝オーバードライブ,
WXEX2-12,アロス・ピルルク　ＡＣＲＯ,
WXEX2-13,エルドラ×マークＶ　ＵＬＴＲＡ,
WXEX2-14,ミルルン・アラヤ,
WXEX2-15,まじかるあーや！ＩＶ,
WXEX2-16,五型開　緑姫,
WXEX2-17,精華の清歌　アン・フィフス,
WXEX2-18,アイヤイ★フォーカード,
WXEX2-19,メル＝ミントビア,
WXEX2-20,ママ♥４　MODE５,
WXEX2-21,邪眼の閻魔　ウリス,
WXEX2-22,誘蘭の鍵主　ウムル＝フェム,
WXEX2-23,天界の花嫁　アルフォウ,
WXEX2-24,ミュウ＝フラッター,
WXEX2-25,救解の冥者　ハナレ,
WXEX2-26,ナナシ　其ノ四ノ華,
WXEX2-27,悲劇の駄姫　グズ子,
WXEX2-28,極槍　グングニレ,
WXEX2-29,羅星姫　ペルセデス,
WXEX2-30,コードラビリンス　ツーテン,
WXEX2-31,獅子の栄光　ヘラクレース,
WXEX2-32,羅星姫　モノセロス,
WXEX2-33,幻怪姫　ガシャスカル,
WXEX2-34,羅輝石　フォスフィラ,
WXEX2-35,幻竜姫　ギガノド,
WXEX2-36,太陽の射手　カルルナ,
WXEX2-37,羅星姫　ビッグ・ヴァン,
WXEX2-38,コードドライブ　ファイヤーエンジン,
WXEX2-39,大幻蟲　フナシム,
WXEX2-40,幻水姫　グピピ,
WXEX2-41,羅原理姫　Ｗ,
WXEX2-42,超罠　トリクアー,
WXEX2-43,幻獣神　ハルピュイ,
WXEX2-44,高尚たる二筆　カツホク,
WXEX2-45,肆ノ遊姫　リアダシツ,
WXEX2-46,コードオーダー　ＰＰＡパイ,
WXEX2-47,電英の交流　ニコラテス,
WXEX2-48,色欲の魔人　アスモデ,
WXEX2-49,コードアンチ　ノーデンズ,
WXEX2-50,大幻蟲　エンマコロギ,
WXEX2-51,彷徨変異の超悪　ソユラギ,
WXEX2-52,フィア＝キョゲン,
WXEX2-53,羅菌姫　アクダマ,
WXEX2-54,死之遊姫　キングゲーム,
WXEX2-55,化身の起源　クリシュナ,
WXEX2-56,羅星　シブンギ,
WXEX2-57,卓越の象徴　ダビデ,
WXEX2-58,羅星　カエルム,
WXEX2-59,幻怪　テケテケ,
WXEX2-60,弩炎　フレイスロ通信兵,
WXEX2-61,太陽の射手　アルジュナ,
WXEX2-62,羅星　サンスポット,
