CardNum,CardName,ImgURL
WDK02-018,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK02/WDK02-018.jpg
WDK02-019,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK02/WDK02-019.jpg
WDK03-008,生生流転,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK03/WDK03-008.jpg
WDK03-010,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK03/WDK03-010.jpg
WDK03-018,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK03/WDK03-018.jpg
WDK03-019,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK03/WDK03-019.jpg
WDK04-002,来夢の駄姫　グズ子,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK04/WDK04-002.jpg
WDK04-005,駄姫　グズ子,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK04/WDK04-005.jpg
WDK04-008,ブラッディ・アウト,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK04/WDK04-008.jpg
WDK04-009,グレイブ・アウェイク,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK04/WDK04-009.jpg
WDK04-010,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK04/WDK04-010.jpg
WDK04-018,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK04/WDK04-018.jpg
WDK04-019,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK04/WDK04-019.jpg
WDK05-T02,雷鳴の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T02.jpg
WDK05-T04,初月の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T04.jpg
WDK05-T05,新月の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T05.jpg
WDK05-T06,モダン・バウンダリー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T06.jpg
WDK05-T08,イレイズ・ルフラン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T08.jpg
WDK05-T18,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T18.jpg
WDK05-T19,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-T19.jpg
WDK05-R07,イコール・プライズ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R07.jpg
WDK05-R10,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R10.jpg
WDK05-R18,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R18.jpg
WDK05-R19,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK05/WDK05-R19.jpg
WDK06-R02,蒼天の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R02.jpg
WDK06-R04,相恩の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R04.jpg
WDK06-R05,純真の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R05.jpg
WDK06-R06,炎志貫徹,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R06.jpg
WDK06-R10,ヴィクティム・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R10.jpg
WDK06-R18,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R18.jpg
WDK06-R19,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-R19.jpg
WDK06-C10,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C10.jpg
WDK06-C18,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C18.jpg
WDK06-C19,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK06/WDK06-C19.jpg
WDK07-E10,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-E10.jpg
WDK07-E18,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-E18.jpg
WDK07-E19,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-E19.jpg
WDK07-Y09,月鍵の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-Y09.jpg
WDK07-Y10,ヴィクティム・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-Y10.jpg
WDK07-Y18,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-Y18.jpg
WDK07-Y19,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK07/WDK07-Y19.jpg
WDK08-Y04,爪牙　遊月・壱,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK08/WDK08-Y04.jpg
WDK08-Y10,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK08/WDK08-Y10.jpg
WDK08-Y18,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK08/WDK08-Y18.jpg
WDK08-Y19,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK08/WDK08-Y19.jpg
WDK08-L10,ヴィクティム・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK08/WDK08-L10.jpg
WDK08-L18,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK08/WDK08-L18.jpg
WDK08-L19,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK08/WDK08-L19.jpg
WDK09-007,ドント・ムーブ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK09/WDK09-007.jpg
WDK09-018,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK09/WDK09-018.jpg
WDK09-019,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK09/WDK09-019.jpg
WDK09-020,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK09/WDK09-020.jpg
WDK09-021,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK09/WDK09-021.jpg
WDK10-002,雅落の閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK10/WDK10-002.jpg
WDK10-010,レイズ・オブ・エッジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK10/WDK10-010.jpg
WDK10-018,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK10/WDK10-018.jpg
WDK10-019,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK10/WDK10-019.jpg
WDK10-020,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK10/WDK10-020.jpg
WDK10-021,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK10/WDK10-021.jpg
WDK11-006,ハーベスト・フォース,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK11/WDK11-006.jpg
WDK11-010,レイズ・オブ・エッジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK11/WDK11-010.jpg
WDK11-018,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK11/WDK11-018.jpg
WDK11-019,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK11/WDK11-019.jpg
WDK11-020,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK11/WDK11-020.jpg
WDK11-021,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK11/WDK11-021.jpg
WDK12-004,メル＝カルア,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-004.jpg
WDK12-005,メル＝レディ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-005.jpg
WDK12-006,暴風警報,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-006.jpg
WDK12-009,双撃の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-009.jpg
WDK12-010,レイズ・オブ・エッジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-010.jpg
WDK12-018,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-018.jpg
WDK12-019,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-019.jpg
WDK12-020,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-020.jpg
WDK12-021,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK12/WDK12-021.jpg
WDK13-002,ミュウ＝シェド,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK13/WDK13-002.jpg
WDK13-005,ミュウ＝ハッチ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK13/WDK13-005.jpg
WDK13-006,ブラッディ・ストライク,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK13/WDK13-006.jpg
WDK13-010,レイズ・オブ・エッジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK13/WDK13-010.jpg
WDK13-018,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK13/WDK13-018.jpg
WDK13-019,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK13/WDK13-019.jpg
WDK13-020,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK13/WDK13-020.jpg
WDK13-021,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK13/WDK13-021.jpg
WDK-F01-01,アロス・ピルルク　ＴＥＴ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-01.jpg
WDK-F01-05,アロス・ピルルク,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-05.jpg
WDK-F01-06,ワースト・コンディション,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-06.jpg
WDK-F01-07,スリー・ダスト,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-07.jpg
WDK-F01-08,ドント・リブミー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-08.jpg
WDK-F01-09,コード・ピルルク　ＫＥＹ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-09.jpg
WDK-F01-10,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-10.jpg
WDK-F01-11,魔海の紅槍　スクリュー・カーミラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-11.jpg
WDK-F01-12,魔界の粘形　スライムクイーン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-12.jpg
WDK-F01-13,魔界の粘形　アーマードスライム,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-13.jpg
WDK-F01-14,魔海の黒槍　シャークスピア,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-14.jpg
WDK-F01-15,魔海の青槍　シャッコー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-15.jpg
WDK-F01-16,魔界の粘形　スライム,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-16.jpg
WDK-F01-17,魔海の不良　マノミン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-17.jpg
WDK-F01-18,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-18.jpg
WDK-F01-19,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-19.jpg
WDK-F01-20,ＤＥＶＩＬ　ＳＥＡＬ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F01-20.jpg
WDK-F02-01,再来の駄姫　グズ子,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-01.jpg
WDK-F02-02,来夢の駄姫　グズ子,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-02.jpg
WDK-F02-03,蒙昧の駄姫　グズ子,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-03.jpg
WDK-F02-05,駄姫　グズ子,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-05.jpg
WDK-F02-06,いっしょにあーや！,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-06.jpg
WDK-F02-07,バッド・ボンバー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-07.jpg
WDK-F02-08,ブラッディ・アウト,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-08.jpg
WDK-F02-09,グレイブ・アウェイク,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-09.jpg
WDK-F02-10,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-10.jpg
WDK-F02-11,超罠　ダークアリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-11.jpg
WDK-F02-12,超罠　ダイシャリン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-12.jpg
WDK-F02-13,大罠　バラバラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-13.jpg
WDK-F02-14,大罠　ジャバウォック,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-14.jpg
WDK-F02-15,中罠　マッドハッター,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-15.jpg
WDK-F02-16,小罠　クラウン・キャノン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-16.jpg
WDK-F02-17,小罠　チェシャ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-17.jpg
WDK-F02-18,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-18.jpg
WDK-F02-19,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-19.jpg
WDK-F02-20,ウィッチ・ニッチ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F02-20.jpg
WDK-F03-01,夜明の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-01.jpg
WDK-F03-02,雷鳴の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-02.jpg
WDK-F03-03,若月の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-03.jpg
WDK-F03-04,初月の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-04.jpg
WDK-F03-05,新月の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-05.jpg
WDK-F03-06,モダン・バウンダリー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-06.jpg
WDK-F03-07,クリン・バウンダリー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-07.jpg
WDK-F03-08,イレイズ・ルフラン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-08.jpg
WDK-F03-09,燃盛　遊月・鍵,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-09.jpg
WDK-F03-10,ヴィクティム・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-10.jpg
WDK-F03-11,師の遊　ユキダルマ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-11.jpg
WDK-F03-12,師の遊　ケロパッチン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-12.jpg
WDK-F03-13,讃の遊　パックンチョ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-13.jpg
WDK-F03-14,讃の遊　ユキガッセン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-14.jpg
WDK-F03-15,仁の遊　カマクラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-15.jpg
WDK-F03-16,偉智の遊　イトデンワ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-16.jpg
WDK-F03-17,偉智の遊　ユキソリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-17.jpg
WDK-F03-18,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-18.jpg
WDK-F03-19,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-19.jpg
WDK-F03-20,フライング・トリガー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F03-20.jpg
WDK-F04-01,凛武の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-01.jpg
WDK-F04-02,蒼天の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-02.jpg
WDK-F04-03,切先の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-03.jpg
WDK-F04-04,相恩の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-04.jpg
WDK-F04-05,純真の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-05.jpg
WDK-F04-06,炎志貫徹,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-06.jpg
WDK-F04-07,火朝月夕,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-07.jpg
WDK-F04-08,火中取栗,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-08.jpg
WDK-F04-09,メル＝マドラー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-09.jpg
WDK-F04-10,ヴィクティム・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-10.jpg
WDK-F04-11,極装　ハイメイル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-11.jpg
WDK-F04-12,極装　トンファー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-12.jpg
WDK-F04-13,大装　サンセツコン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-13.jpg
WDK-F04-14,大装　トレット,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-14.jpg
WDK-F04-15,中装　フラムベ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-15.jpg
WDK-F04-16,小装　ククリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-16.jpg
WDK-F04-17,小装　ヌンチャ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-17.jpg
WDK-F04-18,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-18.jpg
WDK-F04-19,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-19.jpg
WDK-F04-20,剣筋の見定め,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F04-20.jpg
WDK-F05-01,カーニバル　†ＱＡ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-01.jpg
WDK-F05-02,カーニバル　†ＴＡ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-02.jpg
WDK-F05-03,カーニバル　†ＳＡ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-03.jpg
WDK-F05-04,カーニバル　†ＰＡ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-04.jpg
WDK-F05-05,カーニバル　†０†,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-05.jpg
WDK-F05-06,フェイト・ストラグル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-06.jpg
WDK-F05-07,バッド・エンド,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-07.jpg
WDK-F05-08,タクティカル・パニッシュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-08.jpg
WDK-F05-09,ナナシ　其の鉤,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-09.jpg
WDK-F05-10,ファントム・ガーデン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-10.jpg
WDK-F05-11,魏軍の隻眼　カコウトン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-11.jpg
WDK-F05-12,円卓の不義　ランスロー,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-12.jpg
WDK-F05-13,円卓の鷹掴　ガエイン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-13.jpg
WDK-F05-14,魏軍の赤弓　カコウエン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-14.jpg
WDK-F05-15,円卓の投槍　パルジファル,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-15.jpg
WDK-F05-16,魏軍の議郎　ソウジン,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-16.jpg
WDK-F05-17,魏軍の両斧　チョウリョウ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-17.jpg
WDK-F05-18,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-18.jpg
WDK-F05-19,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-19.jpg
WDK-F05-20,リサイクル・デッズ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK/WDK-F05-20.jpg
WDK14-006,焚骨砕身,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK14/WDK14-006.jpg
WDK14-010,レイズ・オブ・エッジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK14/WDK14-010.jpg
WDK14-018,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK14/WDK14-018.jpg
WDK14-019,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK14/WDK14-019.jpg
WDK14-020,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK14/WDK14-020.jpg
WDK14-021,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK14/WDK14-021.jpg
WDK15-004,ナナシ　其ノ壱ノ改,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK15/WDK15-004.jpg
WDK15-005,ナナシ　其ノ無,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK15/WDK15-005.jpg
WDK15-006,ブラッディ・ストライク,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK15/WDK15-006.jpg
WDK15-010,レイズ・オブ・エッジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK15/WDK15-010.jpg
WDK15-018,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK15/WDK15-018.jpg
WDK15-019,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK15/WDK15-019.jpg
WDK15-020,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK15/WDK15-020.jpg
WDK15-021,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK15/WDK15-021.jpg
WDK16-08,ハーベスト・フォース,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK16/WDK16-08.jpg
WDK16-11,レイズ・オブ・エッジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK16/WDK16-11.jpg
WDK16-18,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK16/WDK16-18.jpg
WDK16-19,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK16/WDK16-19.jpg
WDK16-20,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK16/WDK16-20.jpg
WDK16-21,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK16/WDK16-21.jpg
WDK17-006,ブラッディ・ストライク,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK17/WDK17-006.jpg
WDK17-010,レイズ・オブ・エッジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK17/WDK17-010.jpg
WDK17-018,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK17/WDK17-018.jpg
WDK17-019,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK17/WDK17-019.jpg
WDK17-020,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK17/WDK17-020.jpg
WDK17-021,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WDK17/WDK17-021.jpg
SP01-003,半月の巫女　タマ,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-003.jpg
SP01-004,三日月の巫女　タマ,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-004.jpg
SP01-006,ロココ・バウンダリー,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-006.jpg
SP01-007,エイボン,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-007.jpg
SP01-008,バロック・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-008.jpg
SP01-009,スピリット・サルベージ,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-009.jpg
SP01-010,モダン・バウンダリー,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-010.jpg
SP01-011,甲冑　ローメイル,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-011.jpg
SP01-012,大剣　カリバン,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-012.jpg
SP01-013,篭手　トレット,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-013.jpg
SP01-014,中剣　フランベル,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-014.jpg
SP01-015,小剣　ククリ,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-015.jpg
SP01-016,小弓　ボーニャ,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-016.jpg
SP01-017,ゲット・バイブル,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-017.jpg
SP01-018,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-018.jpg
SP01-019,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-019.jpg
SP01-020,噴流する知識,https://www.takaratomy.co.jp/products/wixoss/img/card/SP01/SP01-020.jpg
SP02-005,遊月・零,https://www.takaratomy.co.jp/products/wixoss/img/card/SP02/SP02-005.jpg
SP02-006,飛火夏虫,https://www.takaratomy.co.jp/products/wixoss/img/card/SP02/SP02-006.jpg
SP02-007,背炎之陣,https://www.takaratomy.co.jp/products/wixoss/img/card/SP02/SP02-007.jpg
